beta0,gammaR,omega1,rel_2inf,gamma_mod,mu,beta1,ST_S,ST_I1,ST_R1,ST_R2,ST_I2,mapi,steady
202.8777777777778,40.55555555555556,0,0,1,0.02,0,0.19999999997501108,3.944040669681767e-4,0.79976380246320955,0,0,12.497528511722365,TRUE
202.8777777777778,40.55555555555556,0.01,0,1,0.02,0,0.2000000001617958,3.9432581556682024e-4,0.726783446647592,0.07267838454707808,1.4329481619968255e-4,12.500008565223627,TRUE
202.8777777777778,40.55555555555556,0.02,0,1,0.02,0,0.19999999991443537,3.952078358842762e-4,0.6678072616453192,0.13332295418331472,2.634513810810378e-4,12.47211118940811,TRUE
202.8777777777778,40.55555555555556,0.03,0,1,0.02,0,0.1999999992020418,3.9471916179506636e-4,0.6155274882600987,0.18451110614713978,3.641503442798477e-4,12.487552034864638,TRUE
202.8777777777778,40.55555555555556,0.04,0,1,0.02,0,0.200000000015547,3.946090689434554e-4,0.5713285597503,0.22840029702004222,4.5064414274197226e-4,12.491035964458145,TRUE
202.8777777777778,40.55555555555556,0.05,0,1,0.02,0,0.20000000059390768,3.92591547346921e-4,0.5297541620620126,0.26581247474248393,5.217786501842404e-4,12.555227195756135,TRUE
202.8777777777778,40.55555555555556,0.06,0,1,0.02,0,0.1999999995725465,3.9467117792677415e-4,0.49995235952493167,0.29976154838836555,5.915362162041787e-4,12.489070263419562,TRUE
202.8777777777778,40.55555555555556,0.07,0,1,0.02,0,0.20000000000884305,3.9479885003794067e-4,0.47072367763588097,0.32919083634522944,6.498208181402897e-4,12.485031482742047,TRUE
202.8777777777778,40.55555555555556,0.08,0,1,0.02,0,0.2000000001034232,3.949277960476501e-4,0.44475438577034304,0.35536969602798457,7.01726853797035e-4,12.480955054071014,TRUE
202.8777777777778,40.55555555555556,0.09,0,1,0.02,0,0.19999999997771808,3.930145113447625e-4,0.41852577172718347,0.3776781557428192,7.421649790933521e-4,12.541715203360855,TRUE
202.8777777777778,40.55555555555556,0.1,0,1,0.02,0,0.2000000000725277,3.945621233042834e-4,0.39974369854062713,0.3995523658994591,7.882411490899182e-4,12.49252216810679,TRUE
202.8777777777778,40.55555555555556,0.11,0,1,0.02,0,0.20000000003118462,3.95194747962372e-4,0.3815607678682891,0.41897846949110584,8.278904531497387e-4,12.472524236438895,TRUE
202.8777777777778,40.55555555555556,0.12,0,1,0.02,0,0.20000000012603214,3.9469922320806166e-4,0.36355999883097234,0.4359419850827555,8.603298138523062e-4,12.488182854810772,TRUE
202.8777777777778,40.55555555555556,0.13,0,1,0.02,0,0.20000000018761416,3.9469752578393907e-4,0.34774252341201556,0.4517248748651753,8.914734512194247e-4,12.488236561108481,TRUE
202.8777777777778,40.55555555555556,0.14,0,1,0.02,0,0.2000000001905936,3.931518289200451e-4,0.3313344981636977,0.4649760129646273,9.140308487668426e-4,12.537334712682886,TRUE
202.8777777777778,40.55555555555556,0.15,0,1,0.02,0,0.20000000008480495,3.94583814302433e-4,0.3197732500014492,0.47940920454932945,9.458355624159884e-4,12.491835431181935,TRUE
